"projectID","projectAcronym","name","country","city","role","activityType","SME","ecContribution","netEcContribution","totalCost","geolocation"
956875,"BoneScreen","TECHNISCHE UNIVERSITEIT EINDHOVEN","NL","Eindhoven","coordinator","HES","false","150000","150000","0","51.4468773,5.49042495025742"
801159,"B2B","BIOEMISSION TECHNOLOGY SOLUTIONS SA","EL","GERAKAS (ATHINA)","participant","PRC","TRUE","117500","117500","117500","37.9839412,23.7283052"
801159,"B2B","UNIVERSITAT BASEL","CH","Basel","participant","HES","false","1198345","681718.75","1198345","47.5585955,7.5838818"
801159,"B2B","REACT4LIFE SPA","IT","Genova","participant","PRC","TRUE","406600","406600","406600","44.4033786,8.9410202"
801159,"B2B","UNIVERSITEIT MAASTRICHT","NL","Maastricht","participant","HES","false","464383.75","464383.75","464383.75","50.8470561,5.6865553"
801159,"B2B","CONSIGLIO NAZIONALE DELLE RICERCHE","IT","Roma","coordinator","REC","false","711887.5","711887.5","711887.5","41.9007644,12.5125083"
801159,"B2B","IN SRL IMPRESA SOCIALE","IT","Udine","participant","OTH","TRUE","230587.5","230587.5","230587.5","45.9764369,13.3262532"
801159,"B2B","EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH","CH","Zuerich","participant","HES","false","45000","45000","45000","47.3764534,8.54770931489751"
801159,"B2B","CAMBRIDGE INNOVATION TECHNOLOGIES CONSULTING LIMITED","UK","Cambridge","participant","PRC","TRUE","234242.5","234242.5","234242.5","52.235055,0.153586789188492"
801159,"B2B","ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM","NL","Rotterdam","participant","HES","false","390825","390825","390825","51.9100181,4.4659629"
801159,"B2B","UNIVERSITATSSPITAL BASEL","CH","Basel","thirdParty","PUB","false","0","516626.25","516626.25","47.5610301,7.5814424"
777119,"InSilc","ISTRAZIVACKO RAZVOJNI CENTAR ZA BIOINZENJERING BIOIRC DOO","RS","Kragujevac","participant","PRC","TRUE","363080.4","363080.4","363080.4","44.0101947,20.8939746"
777119,"InSilc","UNIVERSITY OF GALWAY","IE","Galway","participant","HES","false","566155.4","566155.4","566155.4","53.2757442,-9.0584583"
777119,"InSilc","THE UNIVERSITY OF SHEFFIELD","UK","Sheffield","participant","HES","false","98000","98000","98000","53.381669,-1.48923160882105"
777119,"InSilc","IDRYMA TECHNOLOGIAS KAI EREVNAS","EL","IRAKLEIO","coordinator","REC","false","822365.6","822365.6","822365.6","35.335976,25.126581"
777119,"InSilc","BOSTON SCIENTIFIC LIMITED","IE","Galway","participant","PRC","false","305580.4","305580.4","305580.4","53.29071975,-9.00509761913787"
777119,"InSilc","FEOPS NV","BE","Gent","participant","PRC","TRUE","409330.4","409330.4","409330.4","51.0081162,3.7121008"
777119,"InSilc","UNIVERSITY OF LEEDS","UK","Leeds","participant","HES","false","559580.4","559580.4","559580.4","53.7089266,-1.5523263"
777119,"InSilc","CONSIGLIO NAZIONALE DELLE RICERCHE","IT","Roma","participant","REC","false","343705.4","343705.4","343705.4","41.9007644,12.5125083"
777119,"InSilc","POLITECNICO DI MILANO","IT","Milano","participant","HES","false","603130.4","603130.4","603130.4","45.4791336,9.2278807"
777119,"InSilc","PANEPISTIMIO IOANNINON","EL","IOANNINA","participant","HES","false","200605.4","200605.4","200605.4","39.82882455,20.838587837357622"
777119,"InSilc","ERASMUS UNIVERSITAIR MEDISCH CENTRUM ROTTERDAM","NL","Rotterdam","participant","HES","false","805580.4","805580.4","805580.4","51.9100181,4.4659629"
777119,"InSilc","CBSET, INC","US","LEXINGTON","participant","REC","false","503211.65","503211.65","503211.65","42.42946785,-71.2550263264706"
777119,"InSilc","MEDIOLANUM CARDIO RESEARCH SRL","IT","Milano","participant","PRC","false","259330.4","259330.4","259330.4","45.4672505,9.1693757"
825745,"SCREENED","ATTUROS LIMITED","IE","DUBLIN","participant","PRC","TRUE","515854.18","515854.18","515854.18","52.8363505,-8.9836983"
825745,"SCREENED","UNIVERSITA DEGLI STUDI DI PARMA","IT","PARMA","participant","HES","false","555000","555000","555000","44.8013678,10.3280833"
825745,"SCREENED","UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN","IE","Dublin","participant","HES","false","127306.5","127306.5","127306.5","53.3070621,-6.22532774688726"
825745,"SCREENED","UNIVERSITEIT MAASTRICHT","NL","Maastricht","coordinator","HES","false","1964076.82","1964076.82","1964076.82","50.8470561,5.6865553"
825745,"SCREENED","UNIVERSITE LIBRE DE BRUXELLES","BE","Bruxelles / Brussel","participant","HES","false","619200","619200","619200","50.8127449,4.3794563"
825745,"SCREENED","CONSIGLIO NAZIONALE DELLE RICERCHE","IT","Roma","participant","REC","false","400000","400000","400000","41.9007644,12.5125083"
825745,"SCREENED","PRESENS PRECISION SENSING GMBH","DE","Regensburg","participant","PRC","TRUE","493750","493750","493750","48.99645605,12.098951447305389"
825745,"SCREENED","ARTTIC","FR","Paris","participant","PRC","false","563497.5","563497.5","563497.5","48.8264862,2.3745171"
825745,"SCREENED","CYPROTEX DISCOVERY LIMITED","UK","Abingdon Oxfordshire","participant","PRC","false","416403.75","416403.75","416403.75","51.6714842,-1.2779715"
953121,"FLAMIN-GO","Trustech Diagnostics","IT","Torino","participant","PRC","TRUE","37242.2","37242.2","0",""
953121,"FLAMIN-GO","RIGAS TEHNISKA UNIVERSITATE","LV","Riga","participant","HES","false","300925.01","300925.01","0","56.9473335,24.1054291800387"
953121,"FLAMIN-GO","AO-FORSCHUNGSINSTITUT DAVOS","CH","Davos Platz","participant","REC","false","498097.51","498097.51","0","46.77712385,9.81375610416173"
953121,"FLAMIN-GO","EU CORE CONSULTING SRL","IT","ROMA","participant","PRC","TRUE","100339.29","100339.29","0","44.0680494,12.5529075"
953121,"FLAMIN-GO","ASSOCIAZIONE PER LA RICERCA CHE CURA ORGANIZZAZIONE NON LUCRATIVA DI UTILITA SOCIALE","IT","Novara","participant","OTH","false","50625","50625","0","45.0863873,7.6939645"
953121,"FLAMIN-GO","UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO","IT","Vercelli","coordinator","HES","false","908703.79","908703.79","0","45.327602,8.4243767"
953121,"FLAMIN-GO","INEB-INSTITUTO NACIONAL DE ENGENHARIA BIOMEDICA","PT","Porto","participant","REC","false","556360.03","556360.03","0","41.1754779,-8.6031118"
953121,"FLAMIN-GO","CONSIGLIO NAZIONALE DELLE RICERCHE","IT","Roma","participant","REC","false","800000","800000","0","41.9007644,12.5125083"
953121,"FLAMIN-GO","REGENHU SA","CH","Villaz-St-Pierre","participant","PRC","TRUE","306468.75","306468.75","0","46.7206548,6.9604773"
953121,"FLAMIN-GO","ENGINSOFT TURKEY MUHENDISLIK YAZILIM TICARET LIMITED SIRKETI","TR","Istanbul","participant","PRC","TRUE","189125","189125","0","41.0096334,28.9651646"
953121,"FLAMIN-GO","QUEEN MARY UNIVERSITY OF LONDON","UK","London","participant","HES","false","599999.22","599999.22","0","51.5224102,-0.0422177"
953121,"FLAMIN-GO","MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV","DE","Munchen","participant","REC","false","256220.15","256220.15","0","48.1411687,11.5822929"
953121,"FLAMIN-GO","ZNANOST NA CESTI, ZAVOD ZA PROMOCIJO ZNANOSTI, LJUBLJANA","SI","Ljubljana","participant","OTH","false","60250","60250","0","46.0429834,14.491874"
953121,"FLAMIN-GO","TRUSTECH SRL","IT","Torino","participant","PRC","TRUE","402132.8","402132.8","0","45.0683888,7.676173"
953121,"FLAMIN-GO","STANDARD BIOTOOLS FRANCE SARL","FR","Les Ulis","participant","PRC","false","755125","755125","0","48.681708,2.1701573"
843014,"POLAR STAR","CONSIGLIO NAZIONALE DELLE RICERCHE","IT","Roma","coordinator","REC","false","171473.28","171473.28","171473.28","41.9007644,12.5125083"
671881,"PANDORA","FUNDACIO INSTITUT CATALA DE NANOCIENCIA I NANOTECNOLOGIA","ES","CERDANYOLA DEL VALLES","participant","REC","false","247872.96","247872.96","247872.96","41.5008155,2.0905975"
671881,"PANDORA","PARIS-LODRON-UNIVERSITAT SALZBURG","AT","Salzburg","participant","HES","false","255934.08","255934.08","255934.08","47.797127200000006,13.048253589923362"
671881,"PANDORA","UNITED KINGDOM RESEARCH AND INNOVATION","UK","Swindon","participant","REC","false","113869.95","113869.95","113869.95","51.5613683,-1.7856853"
671881,"PANDORA","CONSIGLIO NAZIONALE DELLE RICERCHE","IT","Roma","coordinator","REC","false","516122.64","516122.64","516122.64","41.9007644,12.5125083"
671881,"PANDORA","UK CENTRE FOR ECOLOGY & HYDROLOGY","UK","Oxford","participant","REC","false","159417.93","159417.93","159417.93","51.60703345,-1.113710566676172"
671881,"PANDORA","ALTA RICERCA E SVILUPPO IN BIOTECNOLOGIE SRLU","IT","Siena","partner","PRC","TRUE","","0","0","43.3342493,11.3095668"
671881,"PANDORA","EBERHARD KARLS UNIVERSITAET TUEBINGEN","DE","Tuebingen","participant","HES","false","249216.48","249216.48","249216.48","48.52441205,9.05972173269931"
671881,"PANDORA","UNIVERSITA DEGLI STUDI DI GENOVA","IT","Genova","participant","HES","false","258061.32","258061.32","258061.32","44.4152455,8.9256873"
671881,"PANDORA","AvantiCell Science Ltd","UK","Ayr","participant","PRC","TRUE","273287.88","273287.88","273287.88","55.4594119,-4.6326701"
671881,"PANDORA","MIKROBIOLOGICKY USTAV AV CR V.V.I","CZ","Praha 4","participant","REC","false","232422.48","232422.48","232422.48","50.0172353,14.4659166"
671881,"PANDORA","UNIVERZA V LJUBLJANI","SI","Ljubljana","participant","HES","false","234997.56","234997.56","234997.56","46.048973,14.5039794308021"
671881,"PANDORA","CARDIFF UNIVERSITY","UK","CARDIFF","participant","HES","false","273287.88","273287.88","273287.88","51.518098,-3.1179335"
797777,"NeuroVU","KUNGLIGA TEKNISKA HOEGSKOLAN","SE","Stockholm","coordinator","HES","false","185857.2","185857.2","185857.2","59.3498183,18.0707826"
740189,"EuroBioTox","TOTALFORSVARETS FORSKNINGSINSTITUT","SE","Stockholm","participant","REC","false","896346.25","896346.25","896346.25","59.4044539,17.9453627"
740189,"EuroBioTox","HELSINGIN YLIOPISTO","FI","HELSINGIN YLIOPISTO","participant","HES","false","512691.25","512691.25","512691.25","60.1721612,24.947271"
740189,"EuroBioTox","ROBERT KOCH-INSTITUT","DE","Berlin","coordinator","REC","false","2147601.25","2147601.25","2147601.25","52.5390995,13.3472916"
740189,"EuroBioTox","COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES","FR","PARIS 15","participant","REC","false","873951.25","873951.25","873951.25","48.8397706,2.2739214"
740189,"EuroBioTox","THE QUEEN'S UNIVERSITY OF BELFAST","UK","Belfast","participant","HES","false","295352.5","295352.5","295352.5","54.5969869,-5.9300991"
740189,"EuroBioTox","LUGINBUEHL WERNER","CH","","participant","PRC","","0","0","333640","46.7985624,8.2319736"
740189,"EuroBioTox","TOXOGEN GMBH","DE","Hannover","participant","PRC","TRUE","964318.25","964318.25","1377597.5","52.3892049,9.7968859"
740189,"EuroBioTox","INSTITUT PASTEUR","FR","Paris","participant","REC","false","685363.75","685363.75","685363.75","48.8420154,2.3129099"
740189,"EuroBioTox","EIDGENOSSISCHES DEPARTEMENT FUR VERTEIDIGUNG, BEVOLKERUNGSSCHUTZ UND SPORT","CH","Bern","participant","PUB","false","0","0","214218.75","46.94654225,7.445521153616182"
740189,"EuroBioTox","ZURCHER HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN","CH","Winterthur","participant","HES","false","0","0","566836.25","47.4998608,8.7203294306134"
740189,"EuroBioTox","AGENCE NATIONALE DE LA SECURITE SANITAIRE DE L ALIMENTATION DE L ENVIRONNEMENT ET DU TRAVAIL","FR","Maisons Alfort","participant","REC","false","361537.5","361537.5","361537.5","48.8105995,2.4249395"
740189,"EuroBioTox","SCIENSANO","BE","Elsene","participant","REC","false","453825","453825","453825","50.82433,4.3817642"
740189,"EuroBioTox","JRC -JOINT RESEARCH CENTRE- EUROPEAN COMMISSION","BE","Bruxelles / Brussel","participant","REC","false","807760","807760","807760","50.84367747807197,4.3824068537064536"
766884,"ORCHID","ACADEMISCH ZIEKENHUIS LEIDEN","NL","Leiden","coordinator","HES","false","50625","50625","50625","52.1663515,4.4789787"
766884,"ORCHID","UNIVERSIDAD DE ZARAGOZA","ES","Zaragoza","participant","HES","false","83375","83375","83375","41.559093,-0.9605913"
766884,"ORCHID","FRAUNHOFER GESELLSCHAFT ZUR FORDERUNG DER ANGEWANDTEN FORSCHUNG EV","DE","Munchen","participant","REC","false","86247.5","86247.5","86247.5","48.1322664,11.5296222"
766884,"ORCHID","COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES","FR","PARIS 15","participant","REC","false","85240","85240","85240","48.8397706,2.2739214"
766884,"ORCHID","INTERUNIVERSITAIR MICRO-ELECTRONICA CENTRUM","BE","Leuven","participant","REC","false","80235","80235","80235","50.866704049999996,4.677742878392847"
766884,"ORCHID","STICHTING INSTITUTE FOR HUMAN ORGAN AND DISEASE MODEL TECHNOLOGIES","NL","Eindhoven","participant","REC","false","0","0","0","51.4877111,5.4658774"
766884,"ORCHID","TECHNISCHE UNIVERSITEIT DELFT","NL","Delft","participant","HES","false","134750","134750","134750","51.9986667,4.3757142"
760921,"PANBioRA","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE","FR","Paris","participant","REC","false","654245.46","654245.46","654245.46","48.8266111,2.3652703"
760921,"PANBioRA","DUBLIN CITY UNIVERSITY","IE","Dublin","participant","HES","false","395123.94","395123.94","395123.94","53.3782873,-6.2662006"
760921,"PANBioRA","ELVESYS","FR","Paris","participant","PRC","TRUE","408125","408125","408125","48.8558136,2.3930694"
760921,"PANBioRA","IPDX IMMUNOPROFILING DIAGNOSTICS GMBH","DE","Leipzig","thirdParty","PRC","TRUE","0","15000","15000","51.3187587,12.3954552"
760921,"PANBioRA","COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES","FR","PARIS 15","participant","REC","false","835511.25","835511.25","835511.25","48.8397706,2.2739214"
760921,"PANBioRA","OSAUHING FIBROTX","EE","Tallinn","thirdParty","PRC","TRUE","0","25000","25000","59.4372155,24.7453688"
760921,"PANBioRA","PRO-ACTIVE","BE","Waterloo","participant","PRC","TRUE","179062.5","179062.5","179062.5","50.8465565,4.351697"
760921,"PANBioRA","AALTO KORKEAKOULUSAATIO SR","FI","Espoo","participant","HES","false","403240","403240","403240","60.18734485,24.826497936777006"
760921,"PANBioRA","AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS","ES","Madrid","participant","REC","false","556013.75","556013.75","556013.75","40.4409945,-3.6878876"
760921,"PANBioRA","DOLMEN DESIGN AND INNOVATION LIMITED","IE","Glasnevin","participant","PRC","TRUE","320625","320625","320625","53.3497645,-6.2602732"
760921,"PANBioRA","STEINBEIS 2I GMBH","DE","Stuttgart","coordinator","PRC","false","499625","499625","499625","48.778779,9.1729597"
760921,"PANBioRA","BIODEVICE SYSTEMS SRO","CZ","Praha","participant","PRC","TRUE","298125","298125","298125","50.0716673,14.4598942"
760921,"PANBioRA","TURGUT OZAL EDUCATION SHA","AL","Tirana","participant","PRC","false","322625","322625","322625","41.3307123,19.819171"
760921,"PANBioRA","CENTRE HOSPITALIER UNIVERSITAIRE DE LIEGE","BE","Liege","participant","REC","false","405561.83","405561.83","405561.83","50.5911652,5.5709363"
760921,"PANBioRA","THE UNIVERSITY OF NOTTINGHAM","UK","Nottingham","participant","HES","false","736503.2","736503.2","736503.2","52.9387428,-1.20029559274574"
760921,"PANBioRA","SPARTHA MEDICAL","FR","Strasbourg","participant","PRC","TRUE","152350.98","152350.98","152350.98","48.5506818,7.7446477"
760921,"PANBioRA","STEINBEIS EU-VRI GMBH","DE","Stuttgart","participant","PRC","TRUE","588750","588750","588750","48.71137145,9.203321103266116"
760921,"PANBioRA","PROTOBIOS OU","EE","Tallinn","participant","PRC","TRUE","461250","421250","461250","59.3969652,24.6559814489172"
760921,"PANBioRA","STREINBEIS ADVANCED RISK TECHNOLOGIES INSTITUTE DOO KRAGUJEVAC","RS","Kragujevac","participant","OTH","TRUE","311250","311250","311250","44.7574807,20.5493261"
760921,"PANBioRA","PROTIP MEDICAL","FR","Strasbourg","participant","PRC","TRUE","464483.09","464483.09","464483.09","48.5774841,7.7497131"
844464,"BITFORM","TERASAKI INSTITUTE FOR BIOMEDICAL INNOVATION","US","Los Angeles","partner","OTH","false","","0","103291.2","34.0444838,-118.4322655"
844464,"BITFORM","THE REGENTS OF THE UNIVERSITY OF CALIFORNIA","US","Berkeley","partner","HES","false","","0","61974.72","37.8044557,-122.2713562"
844464,"BITFORM","UNIVERSIDAD POLITECNICA DE MADRID","ES","Madrid","coordinator","HES","false","245732.16","245732.16","245732.16","40.4167047,-3.7035824"
686239,"caLIBRAte","RESEARCH TRIANGLE INSTITUTE","US","Research Triangle Park","participant","REC","false","0","0","16625","35.8970917,-78.8602849"
686239,"caLIBRAte","HELSINGIN YLIOPISTO","FI","HELSINGIN YLIOPISTO","participant","HES","false","269625","269625","269625","60.1721612,24.947271"
686239,"caLIBRAte","NATIONAL HEALTH LABORATORY SERVICES","ZA","Sandringham","participant","HES","false","0","0","639250","-26.1494443,28.1019444"
686239,"caLIBRAte","NEDERLANDSE ORGANISATIE VOOR TOEGEPAST NATUURWETENSCHAPPELIJK ONDERZOEK TNO","NL","Den Haag","participant","REC","false","336957.5","336957.5","336957.5","52.0822233,4.3257144"
686239,"caLIBRAte","INSTITUT NATIONAL DE L ENVIRONNEMENT INDUSTRIEL ET DES RISQUES - INERIS","FR","Verneuil En Halatte","participant","REC","false","299115","299115","299115","49.2647566,2.5000794525307475"
686239,"caLIBRAte","MISVIK BIOLOGY OY","FI","Turku","participant","PRC","TRUE","326507.5","326507.5","326507.5","60.4527054,22.308214"
686239,"caLIBRAte","ASSOCIAZIONE ITALIANA PER LA RICERCA INDUSTRIALE - AIRI","IT","Roma","participant","OTH","false","169375","169375","169375","41.9195903,12.5121017"
686239,"caLIBRAte","FUNDACION GAIKER","ES","Zamudio","participant","REC","TRUE","297276.25","297276.25","297276.25","43.2827605,-2.8623644"
686239,"caLIBRAte","DIALOGIK GEMEINNUTZIGE GESELLSCHAFT FUR KOMMUNIKATIONS UND KOOPERATIONSFORSCHUNG MBH","DE","Stuttgart","participant","REC","false","411125","411125","411125","48.782451699999996,9.16398327654839"
686239,"caLIBRAte","UNIVERSITA CA' FOSCARI  VENEZIA","IT","Venezia","participant","HES","false","158525","158525","158525","45.43458557360008,12.325949378563257"
686239,"caLIBRAte","EIDGENOESSISCHE ANSTALT FUER WASSERVERSORGUNG ABWASSERREINIGUNG UND GEWAESSERSCHUTZ","CH","Dubendorf","participant","OTH","false","0","0","559600","47.40464385,8.61021949306273"
686239,"caLIBRAte","TAMPEREEN KORKEAKOULUSAATIO SR","FI","Tampere","participant","HES","false","357555","357555","357555","61.49412325,23.779206777676293"
686239,"caLIBRAte","DUKE UNIVERSITY","US","Durham Nc","participant","HES","false","0","0","75593.75","35.9940329,-78.8986189"
686239,"caLIBRAte","UNITED KINGDOM RESEARCH AND INNOVATION","UK","Swindon","participant","REC","false","502910","502910","502910","51.5613683,-1.7856853"
686239,"caLIBRAte","RIJKSINSTITUUT VOOR VOLKSGEZONDHEID EN MILIEU","NL","Bilthoven","participant","REC","false","376382.5","376382.5","376382.5","52.1185942,5.1890782"
686239,"caLIBRAte","GREENDECISION SRL","IT","VENEZIA","participant","PRC","TRUE","179630","179630","179630","45.4371908,12.3345899"
686239,"caLIBRAte","DANMARKS TEKNISKE UNIVERSITET","DK","Kongens Lyngby","participant","HES","false","474990","474990","474990","55.7718649,12.5051413"
686239,"caLIBRAte","KAROLINSKA INSTITUTET","SE","Stockholm","participant","HES","false","462770","462770","462770","59.3481714,18.0250493"
686239,"caLIBRAte","ACONDICIONAMIENTO TARRASENSE ASSOCIACION","ES","Terrassa","participant","REC","false","363425","363425","363425","41.59819295,2.01076641152959"
686239,"caLIBRAte","NANOTECHNOLOGY INDUSTRIES ASSOCIATION","BE","Bruxelles / Brussel","participant","OTH","false","237212.5","237212.5","237212.5","50.837423,4.40562278439804"
686239,"caLIBRAte","STEINBEIS EU-VRI GMBH","DE","Stuttgart","participant","PRC","TRUE","637500","637500","637500","48.71137145,9.203321103266116"
686239,"caLIBRAte","DET NATIONALE FORSKNINGSCENTER FOR ARBEJDSMILJØ","DK","Kobenhavn","coordinator","REC","false","1758981.25","1758981.25","1758981.25","55.714356,12.547462"
686239,"caLIBRAte","EIDGENOSSISCHE MATERIALPRUFUNGS- UND FORSCHUNGSANSTALT","CH","Dubendorf","participant","HES","false","0","0","537350","47.40052175,8.62408308288973"
686239,"caLIBRAte","TYOTERVEYSLAITOS","FI","Helsinki","participant","REC","false","379825","379825","379825","60.1674086,24.9425683"
731032,"NanoCommons","BUNDESINSTITUT FUER RISIKOBEWERTUNG","DE","Berlin","participant","REC","false","340030.41","340030.41","340030.41","52.53038,13.2956688"
731032,"NanoCommons","NOVAMECHANICS LIMITED","CY","Nicosia","participant","PRC","TRUE","337500","337500","337500.46","35.1613269,33.3584596"
731032,"NanoCommons","UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN","IE","Dublin","participant","HES","false","431619.9","431619.9","431619.9","53.3070621,-6.22532774688726"
731032,"NanoCommons","ETHNICON METSOVION POLYTECHNION","EL","ATHINA","participant","HES","false","488000","488000","488000","38.9953683,21.9877132"
731032,"NanoCommons","EDELWEISS CONNECT GMBH","CH","Basel","participant","PRC","TRUE","552968.75","552968.75","552968.75","47.5785254,7.5971473"
731032,"NanoCommons","THE UNIVERSITY OF BIRMINGHAM","UK","Birmingham","coordinator","HES","false","895024.74","895024.74","895024.74","52.4609756,-1.9172134"
731032,"NanoCommons","UNIVERSITEIT MAASTRICHT","NL","Maastricht","participant","HES","false","291250","291250","291250","50.8470561,5.6865553"
731032,"NanoCommons","SEVEN PAST NINE D.O.O.","SI","Cerknica","participant","PRC","TRUE","231562.5","231562.5","231562.5","45.835548,14.4599227"
731032,"NanoCommons","PARIS-LODRON-UNIVERSITAT SALZBURG","AT","Salzburg","participant","HES","false","261601.25","261601.25","261601.25","47.797127200000006,13.048253589923362"
731032,"NanoCommons","DUKE UNIVERSITY","US","Durham Nc","participant","HES","false","0","0","186000","35.9940329,-78.8986189"
731032,"NanoCommons","UNITED KINGDOM RESEARCH AND INNOVATION","UK","Swindon","participant","REC","false","61225.2","61225.2","61225.2","51.5613683,-1.7856853"
731032,"NanoCommons","BIONANONET FORSCHUNGSGESELLSCHAFT MBH","AT","Graz","participant","REC","false","404130","404130","404130","47.06818315,15.446231799841517"
731032,"NanoCommons","UK CENTRE FOR ECOLOGY & HYDROLOGY","UK","Oxford","participant","REC","false","402399.75","402399.75","402399.75","51.60703345,-1.113710566676172"
731032,"NanoCommons","SEVEN PAST NINE GMBH","DE","Schopfheim","participant","PRC","TRUE","130312.5","130312.5","130312.5","47.6320379,7.81554825"
731032,"NanoCommons","BIOMAX INFORMATICS AG","DE","STEINKIRCHEN","participant","PRC","TRUE","296500","296500","296500","48.1087614,11.4329933"
731032,"NanoCommons","ACONDICIONAMIENTO TARRASENSE ASSOCIACION","ES","Terrassa","participant","REC","false","275875","275875","275875","41.59819295,2.01076641152959"
814572,"NanoSolveIT","NOVAMECHANICS LIMITED","CY","Nicosia","coordinator","PRC","TRUE","1052350","946100","1052350","35.1613269,33.3584596"
814572,"NanoSolveIT","NATIONAL INSTITUTE FOR ENVIRONMENTAL STUDIES","JP","Tsukuba","participant","REC","false","0","0","1250","36.0833877,140.0765098"
814572,"NanoSolveIT","TARTU ULIKOOL","EE","Tartu","participant","HES","false","200000","200000","200000","58.3807628,26.7194208"
814572,"NanoSolveIT","UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN","IE","Dublin","participant","HES","false","408947.5","408947.5","408947.5","53.3070621,-6.22532774688726"
814572,"NanoSolveIT","NOVAMECHANICS MONOPROSOPI IKE","EL","PIRAEUS","thirdParty","PRC","false","0","106250","0","37.9431594,23.6470593"
814572,"NanoSolveIT","NATIONAL HEALTH LABORATORY SERVICES","ZA","Sandringham","participant","HES","false","100000","100000","100000","-26.1494443,28.1019444"
814572,"NanoSolveIT","ETHNICON METSOVION POLYTECHNION","EL","ATHINA","participant","HES","false","450250","450250","450250","38.9953683,21.9877132"
814572,"NanoSolveIT","TO21 CO LTD","KR","SOEUL","participant","PRC","TRUE","0","0","750000","33.253973,126.4194174"
814572,"NanoSolveIT","MISVIK BIOLOGY OY","FI","Turku","participant","PRC","TRUE","365197.5","365197.5","365197.5","60.4527054,22.308214"
814572,"NanoSolveIT","GEORG-AUGUST-UNIVERSITAT GOTTINGEN STIFTUNG OFFENTLICHEN RECHTS","DE","Gottingen","participant","HES","false","0","0","0","51.53410245,9.937839941393724"
814572,"NanoSolveIT","THE UNIVERSITY OF BIRMINGHAM","UK","Birmingham","participant","HES","false","698536.25","698536.25","698536.25","52.4609756,-1.9172134"
814572,"NanoSolveIT","KOREA RESEARCH INSTITUTE OF STANDARDS AND SCIENCE","KR","DAEJEON","participant","REC","false","0","0","279167","36.3838734,127.3436301"
814572,"NanoSolveIT","STIFTELSEN NILU","NO","Kjeller","participant","REC","false","345625","345625","345625","59.97443,11.048794"
814572,"NanoSolveIT","THE UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL","US","Chapel Hill","participant","HES","false","0","0","1250","35.9131996,-79.0558444"
814572,"NanoSolveIT","UNIVERSITEIT MAASTRICHT","NL","Maastricht","participant","HES","false","406785","406785","406785","50.8470561,5.6865553"
814572,"NanoSolveIT","LA TROBE UNIVERSITY","AU","La Trobe University","participant","HES","false","0","0","1250","-37.7165799,145.04316095000001"
814572,"NanoSolveIT","TAMPEREEN KORKEAKOULUSAATIO SR","FI","Tampere","participant","HES","false","417000","417000","417000","61.49412325,23.779206777676293"
814572,"NanoSolveIT","DUKE UNIVERSITY","US","Durham Nc","participant","HES","false","0","0","1250","35.9940329,-78.8986189"
814572,"NanoSolveIT","UNITED KINGDOM RESEARCH AND INNOVATION","UK","Swindon","participant","REC","false","24537.15","24537.15","24537.15","51.5613683,-1.7856853"
814572,"NanoSolveIT","QSAR LAB SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA","PL","Gdansk","participant","PRC","TRUE","411250","411250","411250","54.6666672,19.2499998"
814572,"NanoSolveIT","UK CENTRE FOR ECOLOGY & HYDROLOGY","UK","Oxford","participant","REC","false","250462.85","250462.85","250462.85","51.60703345,-1.113710566676172"
814572,"NanoSolveIT","BUNDESANSTALT FUER MATERIALFORSCHUNG UND -PRUEFUNG","DE","Berlin","participant","REC","false","199781.25","199781.25","199781.25","52.4429847,13.2876934426926"
814572,"NanoSolveIT","INDUSTRY-UNIVERSITY COOPERATION FOUNDATION OF HANYANG UNIVERSITY","KR","SEOUL","participant","HES","false","0","0","350000","37.56103,127.03668"
814572,"NanoSolveIT","BIOMAX INFORMATICS AG","DE","STEINKIRCHEN","participant","PRC","TRUE","249557.5","249557.5","249557.5","48.1087614,11.4329933"
814572,"NanoSolveIT","THE REGENTS OF THE UNIVERSITY OF CALIFORNIA","US","Berkeley","participant","HES","false","0","0","1250","37.8044557,-122.2713562"
814572,"NanoSolveIT","BOARD OF TRUSTEES OF JACKSON STATE UNIVERSITY","US","Jackson","participant","HES","false","0","0","1250","32.2975977,-90.2128292"
